Symbol,Last Price,Change,P Change,Previous Close,Open,Day High,Day Low,Volume,Time,Date,52W High,52W Low,Market Cap (Cr),P/E Ratio,EPS,Sector,VWAP,Deliverable Volume,Deliverable %
DRREDDY,1201.15,-9.74,-0.8,1210.89,1209.07,1209.07,1197.29,2158842,2025-05-16 12:51:00,2025-05-16,1421.57,947.71,46484.42,17.66,68.02,Metal,1201.23,1051381,45.3
ONGC,3375.39,-12.34,-0.36,3387.73,3376.21,3376.21,3362.4,1818219,2025-05-16 12:49:00,2025-05-16,4194.2,2796.14,230876.79,13.96,241.79,Oil & Gas,3369.9,1079101,79.34
TCS,3282.09,-13.82,-0.42,3295.91,3263.21,3282.09,3263.21,1173924,2025-05-16 12:48:00,2025-05-16,4020.24,2680.16,116514.31,29.1,112.79,IT,3282.61,500879,45.26
BAJFINANCE,7213.18,-37.26,-0.51,7250.44,7250.93,7250.93,7196.31,1511670,2025-05-16 12:48:00,2025-05-16,8461.08,5640.72,230821.89,27.74,260.03,Financial Services,7196.71,769338,60.83
SUNPHARMA,1458.18,0.23,0.02,1457.95,1443.97,1458.97,1442.78,1362864,2025-05-16 12:47:00,2025-05-16,1585.02,1056.68,96677.31,37.43,38.96,Pharma,1456.98,1069263,72.47
SBILIFE,2680.3,-9.01,-0.33,2689.31,2700.11,2702.24,2678.59,1328421,2025-05-16 12:47:00,2025-05-16,2880.38,1920.26,160550.27,31.31,85.61,Financial Services,2673.8,607341,48.21
ADANIENT,2208.49,-14.43,-0.65,2222.92,2233.82,2233.82,2199.14,1061959,2025-05-16 12:46:00,2025-05-16,2805.8,1870.54,75530.48,22.31,98.99,Infrastructure,2204.92,615396,69.04
ADANIPORTS,3070.41,-12.36,-0.4,3082.77,3049.42,3070.41,3049.42,1004726,2025-05-16 12:46:00,2025-05-16,3519.0,2346.0,206945.76,16.78,182.98,Infrastructure,3064.13,402152,72.02
TATACONSUM,4286.37,-36.84,-0.85,4323.21,4317.9,4317.9,4262.21,1089500,2025-05-16 12:44:00,2025-05-16,5522.58,3681.72,279471.13,20.09,213.36,Oil & Gas,4280.08,849093,75.43
BAJFINANCE,7221.46,-28.98,-0.4,7250.44,7250.93,7250.93,7196.31,1375527,2025-05-16 12:43:00,2025-05-16,8461.08,5640.72,469394.69,26.22,275.42,Financial Services,7257.04,640679,50.71
JSWSTEEL,854.73,-3.01,-0.35,857.74,861.24,861.24,845.44,1624332,2025-05-16 12:43:00,2025-05-16,1086.4,724.26,59745.3,14.61,58.5,Metal,852.49,1171980,74.47
HINDUNILVR,2639.76,-17.8,-0.67,2657.56,2674.49,2674.49,2639.76,1789128,2025-05-16 12:42:00,2025-05-16,3048.9,2032.6,153897.81,47.1,56.05,FMCG,2648.35,1252397,64.57
TITAN,3009.69,-30.16,-0.99,3039.85,3060.55,3060.55,3000.73,1339865,2025-05-16 12:39:00,2025-05-16,3900.72,2600.48,64407.38,41.99,71.68,Consumer Durables,2998.28,1064160,49.52
HDFCBANK,1528.12,-8.32,-0.54,1536.44,1529.73,1529.73,1521.76,2326989,2025-05-16 12:38:00,2025-05-16,1896.6,1264.4,84352.29,24.45,62.5,Banking,1525.22,1243637,53.97
BAJFINANCE,7215.63,-34.81,-0.48,7250.44,7250.93,7250.93,7196.31,1507193,2025-05-16 12:36:00,2025-05-16,8461.08,5640.72,563540.78,19.81,364.24,Financial Services,7226.31,1162010,77.07
INDUSINDBK,3288.83,-27.04,-0.82,3315.87,3327.13,3327.13,3288.83,697897,2025-05-16 12:36:00,2025-05-16,3807.01,2538.01,183187.75,26.43,124.44,Financial Services,3288.17,428795,43.72
KOTAKBANK,1755.98,-9.54,-0.54,1765.52,1749.97,1756.57,1749.97,1136896,2025-05-16 12:35:00,2025-05-16,2100.72,1400.48,77789.9,24.98,70.3,Banking,1760.07,887245,48.11
BAJAJ-AUTO,1167.18,-9.02,-0.77,1176.2,1182.95,1182.95,1158.74,2470739,2025-05-16 12:35:00,2025-05-16,1320.2,880.14,84620.47,15.52,75.2,Oil & Gas,1172.3,1521194,49.83
BPCL,4823.64,-0.26,-0.01,4823.9,4773.77,4823.64,4762.09,1128668,2025-05-16 12:32:00,2025-05-16,5508.67,3672.45,114320.23,20.83,231.57,Oil & Gas,4808.54,621215,57.28
LT,2909.6,-8.96,-0.31,2918.56,2936.57,2936.57,2904.55,958707,2025-05-16 12:30:00,2025-05-16,3576.48,2384.32,123366.9,26.12,111.39,Construction,2912.23,495396,52.25
POWERGRID,1832.47,-5.13,-0.28,1837.6,1843.1,1843.1,1820.56,819937,2025-05-16 12:30:00,2025-05-16,2003.86,1335.9,54240.99,8.9,205.9,Power,1828.53,438629,71.54
HINDALCO,4605.24,-27.04,-0.58,4632.28,4595.26,4605.24,4585.44,1867598,2025-05-16 12:30:00,2025-05-16,5710.67,3807.11,148749.41,28.24,163.08,IT,4606.04,1159571,75.79
BHARTIARTL,943.8,-10.43,-1.09,954.23,945.02,948.85,943.8,1867125,2025-05-16 12:28:00,2025-05-16,1176.18,784.12,74371.08,13.29,71.02,Telecom,945.82,1096910,68.15
ADANIENT,2200.23,-22.69,-1.02,2222.92,2233.82,2233.82,2199.14,1115428,2025-05-16 12:27:00,2025-05-16,2805.8,1870.54,132013.66,12.55,175.32,Infrastructure,2208.09,751543,64.42
HCLTECH,1233.89,-5.42,-0.44,1239.31,1231.1,1240.6,1231.1,1421040,2025-05-16 12:26:00,2025-05-16,1416.54,944.36,31340.75,21.22,58.15,IT,1238.79,620445,58.3
AXISBANK,1039.94,-4.87,-0.47,1044.81,1043.7,1043.7,1037.72,2493537,2025-05-16 12:26:00,2025-05-16,1260.36,840.24,56260.59,15.29,68.01,Banking,1040.07,1106923,70.93
MARUTI,11080.53,-44.48,-0.4,11125.01,11110.5,11110.5,11080.53,1908108,2025-05-16 12:26:00,2025-05-16,12420.9,8280.6,846552.5,27.85,397.86,Auto,11088.4,1070984,49.85
M&M,2993.96,-20.82,-0.69,3014.78,3030.36,3030.36,2991.63,1177221,2025-05-16 12:25:00,2025-05-16,3550.96,2367.3,205385.97,27.34,109.51,Auto,2993.45,934883,67.35
TECHM,2594.03,-16.68,-0.64,2610.71,2617.35,2617.35,2588.21,1596629,2025-05-16 12:25:00,2025-05-16,3111.12,2074.08,78599.16,22.56,114.98,Infrastructure,2588.67,1097605,56.66
UPL,2698.47,-21.66,-0.8,2720.13,2706.55,2712.27,2669.4,870664,2025-05-16 12:25:00,2025-05-16,3451.15,2300.77,169464.02,51.51,52.39,FMCG,2685.34,356790,71.96
HDFCLIFE,2080.66,-1.09,-0.05,2081.75,2074.29,2083.51,2068.18,1527055,2025-05-16 12:25:00,2025-05-16,2231.45,1487.63,89468.36,13.66,152.32,Infrastructure,2081.85,939291,49.82
AXISBANK,1039.1,-5.71,-0.55,1044.81,1043.7,1043.7,1037.72,1551385,2025-05-16 12:23:00,2025-05-16,1260.36,840.24,47174.92,21.21,48.99,Banking,1039.94,725396,76.35
APOLLOHOSP,3030.88,-7.43,-0.24,3038.31,3059.47,3059.47,3030.88,2239274,2025-05-16 12:23:00,2025-05-16,3432.05,2288.03,138814.09,8.47,357.84,Power,3041.05,1204051,51.52
SBIN,770.32,-2.48,-0.32,772.8,766.75,770.32,766.75,880016,2025-05-16 12:21:00,2025-05-16,888.96,592.64,15637.53,21.48,35.86,Banking,771.16,417487,42.14
COALINDIA,1825.58,-9.68,-0.53,1835.26,1836.58,1836.58,1820.3,1356486,2025-05-16 12:21:00,2025-05-16,2161.19,1440.79,138014.07,14.43,126.51,Power,1822.06,622914,72.74
ULTRACEMCO,4736.85,-34.16,-0.72,4771.01,4782.06,4782.06,4727.37,1115757,2025-05-16 12:17:00,2025-05-16,5900.29,3933.53,161526.75,25.36,186.78,Cement,4721.67,605468,46.76
SBILIFE,2679.37,-9.94,-0.37,2689.31,2700.11,2702.24,2678.59,790672,2025-05-16 12:15:00,2025-05-16,2880.38,1920.26,150312.9,26.11,102.62,Financial Services,2686.34,532378,74.55
ONGC,3370.14,-17.59,-0.52,3387.73,3376.21,3376.21,3362.4,896569,2025-05-16 12:12:00,2025-05-16,4194.2,2796.14,204904.28,15.98,210.9,Oil & Gas,3381.2,692555,41.46
HINDALCO,4590.7,-41.58,-0.9,4632.28,4595.26,4598.19,4585.44,1952129,2025-05-16 12:09:00,2025-05-16,5710.67,3807.11,223107.78,21.52,213.32,IT,4578.57,1336434,61.07
COALINDIA,1824.11,-11.15,-0.61,1835.26,1836.58,1836.58,1820.3,471543,2025-05-16 12:07:00,2025-05-16,2161.19,1440.79,123127.57,10.7,170.48,Power,1824.0,313250,78.51
HDFCBANK,1521.76,-14.68,-0.96,1536.44,1529.73,1529.73,1521.76,2877786,2025-05-16 12:06:00,2025-05-16,1896.6,1264.4,90849.0,20.99,72.5,Banking,1521.89,1803794,61.02
NESTLEIND,2882.72,-17.33,-0.6,2900.05,2892.86,2895.57,2879.38,1955765,2025-05-16 12:05:00,2025-05-16,3300.91,2200.61,212456.68,13.56,212.59,Infrastructure,2877.65,836334,78.39
TITAN,3009.57,-30.28,-1.0,3039.85,3060.55,3060.55,3000.73,1633922,2025-05-16 12:04:00,2025-05-16,3900.72,2600.48,165225.47,52.92,56.87,Consumer Durables,3022.96,1198492,61.29
CIPLA,2255.36,-17.04,-0.75,2272.4,2287.07,2287.07,2253.92,2010976,2025-05-16 12:04:00,2025-05-16,2876.96,1917.98,60894.67,23.8,94.76,Banking,2256.4,1291544,49.77
NTPC,4247.08,-30.35,-0.71,4277.43,4230.87,4259.31,4230.87,1145849,2025-05-16 12:02:00,2025-05-16,5136.35,3424.23,129111.18,10.81,392.88,Power,4243.14,603631,71.56
COALINDIA,1834.86,-0.4,-0.02,1835.26,1836.58,1836.58,1820.3,2729366,2025-05-16 12:02:00,2025-05-16,2161.19,1440.79,117247.46,8.24,222.68,Power,1833.81,2037651,49.25
ADANIENT,2199.14,-23.78,-1.07,2222.92,2233.82,2233.82,2199.14,1227235,2025-05-16 11:59:00,2025-05-16,2805.8,1870.54,50140.42,12.03,182.8,Infrastructure,2209.96,506898,43.39
APOLLOHOSP,3033.41,-4.9,-0.16,3038.31,3059.47,3059.47,3033.41,1760497,2025-05-16 11:58:00,2025-05-16,3432.05,2288.03,161074.02,10.8,280.87,Power,3019.61,1233403,42.77
HEROMOTOCO,2391.5,-12.85,-0.53,2404.35,2391.76,2398.88,2389.92,1609894,2025-05-16 11:58:00,2025-05-16,2893.06,1928.7,186058.44,31.76,75.3,Financial Services,2399.96,713429,68.77
GRASIM,2199.67,-18.6,-0.84,2218.27,2193.27,2207.82,2193.27,1371565,2025-05-16 11:54:00,2025-05-16,2672.63,1781.75,175753.44,24.11,91.23,IT,2196.59,1031017,54.9
JSWSTEEL,854.02,-3.72,-0.43,857.74,861.24,861.24,845.44,2274973,2025-05-16 11:53:00,2025-05-16,1086.4,724.26,64478.74,17.52,48.75,Metal,856.21,1694658,74.21
HINDALCO,4598.19,-34.09,-0.74,4632.28,4595.26,4598.19,4585.44,1439452,2025-05-16 11:46:00,2025-05-16,5710.67,3807.11,130588.65,34.09,134.88,IT,4595.89,932897,56.87
SUNPHARMA,1458.97,1.02,0.07,1457.95,1443.97,1458.97,1442.78,1156339,2025-05-16 11:45:00,2025-05-16,1585.02,1056.68,61422.82,33.17,43.98,Pharma,1465.81,836504,56.85
HEROMOTOCO,2391.38,-12.97,-0.54,2404.35,2391.76,2398.88,2389.92,1044394,2025-05-16 11:43:00,2025-05-16,2893.06,1928.7,94459.33,20.17,118.56,Financial Services,2380.01,692266,45.72
TATASTEEL,1075.21,-4.88,-0.45,1080.09,1074.04,1075.21,1074.04,1539056,2025-05-16 11:42:00,2025-05-16,1238.78,825.86,25697.44,8.41,127.85,Metal,1079.1,726793,51.67
EICHERMOT,4573.74,-46.11,-1.0,4619.85,4597.24,4597.24,4572.28,823837,2025-05-16 11:40:00,2025-05-16,5729.11,3819.41,177460.94,14.34,318.95,Oil & Gas,4591.38,476122,43.7
SBILIFE,2679.15,-10.16,-0.38,2689.31,2700.11,2702.24,2678.59,940881,2025-05-16 11:40:00,2025-05-16,2880.38,1920.26,128063.13,19.62,136.55,Financial Services,2678.42,391729,54.24
HDFCLIFE,2075.04,-6.71,-0.32,2081.75,2074.29,2083.51,2068.18,2365631,2025-05-16 11:40:00,2025-05-16,2231.45,1487.63,82379.17,12.52,165.74,Infrastructure,2080.27,1115150,77.24
NESTLEIND,2892.33,-7.72,-0.27,2900.05,2892.86,2895.57,2879.38,1486602,2025-05-16 11:38:00,2025-05-16,3300.91,2200.61,222131.24,25.46,113.6,Infrastructure,2890.26,1125017,65.7
ICICIBANK,811.22,-4.9,-0.6,816.12,823.06,823.06,807.96,2405747,2025-05-16 11:37:00,2025-05-16,1020.48,680.32,59624.7,24.2,33.52,Banking,811.34,1520683,52.71
SBILIFE,2693.32,4.01,0.15,2689.31,2700.11,2702.24,2678.59,566185,2025-05-16 11:35:00,2025-05-16,2880.38,1920.26,78914.25,18.36,146.69,Financial Services,2704.61,276344,56.41
KOTAKBANK,1752.63,-12.89,-0.73,1765.52,1749.97,1756.57,1749.97,1715379,2025-05-16 11:32:00,2025-05-16,2100.72,1400.48,117601.4,20.6,85.08,Banking,1753.96,897162,49.1
GRASIM,2204.38,-13.89,-0.63,2218.27,2193.27,2207.82,2193.27,1618311,2025-05-16 11:32:00,2025-05-16,2672.63,1781.75,75169.22,28.69,76.83,IT,2200.97,909300,59.31
DRREDDY,1206.85,-4.04,-0.33,1210.89,1209.07,1209.07,1197.29,1177718,2025-05-16 11:24:00,2025-05-16,1421.57,947.71,59015.08,12.21,98.84,Metal,1203.57,559714,50.94
BPCL,4819.3,-4.6,-0.1,4823.9,4773.77,4819.3,4762.09,1846165,2025-05-16 11:19:00,2025-05-16,5508.67,3672.45,243856.78,15.8,305.02,Oil & Gas,4807.92,938357,76.38
COALINDIA,1820.3,-14.96,-0.82,1835.26,1836.58,1836.58,1820.3,1217804,2025-05-16 11:18:00,2025-05-16,2161.19,1440.79,84097.67,12.12,150.19,Power,1828.95,790697,77.38
NTPC,4256.83,-20.6,-0.48,4277.43,4230.87,4259.31,4230.87,1002296,2025-05-16 11:16:00,2025-05-16,5136.35,3424.23,179212.38,13.65,311.86,Power,4272.33,645984,40.92
BAJAJ-AUTO,1174.69,-1.51,-0.13,1176.2,1182.95,1182.95,1158.74,1963218,2025-05-16 11:16:00,2025-05-16,1320.2,880.14,44285.84,18.22,64.47,Oil & Gas,1175.73,1448351,59.49
SBILIFE,2678.59,-10.72,-0.4,2689.31,2700.11,2702.24,2678.59,1140497,2025-05-16 11:12:00,2025-05-16,2880.38,1920.26,94822.21,21.33,125.58,Financial Services,2690.93,509138,55.02
KOTAKBANK,1756.57,-8.95,-0.51,1765.52,1749.97,1756.57,1749.97,1752289,2025-05-16 11:09:00,2025-05-16,2100.72,1400.48,139471.98,15.35,114.43,Banking,1761.23,838950,47.33
ITC,394.06,-4.29,-1.08,398.35,396.64,397.61,392.47,402758,2025-05-16 11:08:00,2025-05-16,504.3,336.2,30618.38,56.86,6.93,FMCG,392.7,231252,45.76
SBIN,770.07,-2.73,-0.35,772.8,766.75,770.07,766.75,2135672,2025-05-16 11:08:00,2025-05-16,888.96,592.64,32496.79,19.47,39.55,Banking,773.15,1325281,48.76
GRASIM,2207.82,-10.45,-0.47,2218.27,2193.27,2207.82,2193.27,540746,2025-05-16 11:08:00,2025-05-16,2672.63,1781.75,56078.65,31.67,69.71,IT,2217.48,361420,51.77
AXISBANK,1037.72,-7.09,-0.68,1044.81,1043.7,1043.7,1037.72,1253447,2025-05-16 11:06:00,2025-05-16,1260.36,840.24,71291.46,23.62,43.93,Banking,1037.89,838326,53.9
JSWSTEEL,846.74,-11.0,-1.28,857.74,861.24,861.24,845.44,1002691,2025-05-16 11:03:00,2025-05-16,1086.4,724.26,52328.36,14.67,57.72,Metal,847.91,615038,57.6
GRASIM,2202.48,-15.79,-0.71,2218.27,2193.27,2202.48,2193.27,1033194,2025-05-16 11:03:00,2025-05-16,2672.63,1781.75,152631.59,28.25,77.96,IT,2203.28,603645,66.64
ICICIBANK,807.96,-8.16,-1.0,816.12,823.06,823.06,807.96,3514711,2025-05-16 11:02:00,2025-05-16,1020.48,680.32,53971.78,15.69,51.5,Banking,811.65,2015915,64.75
ITC,394.3,-4.05,-1.02,398.35,396.64,397.61,392.47,1524615,2025-05-16 11:02:00,2025-05-16,504.3,336.2,10172.9,62.17,6.34,FMCG,393.51,1170923,59.06
BAJAJFINSV,1588.63,-13.83,-0.86,1602.46,1611.3,1611.3,1588.63,2155924,2025-05-16 10:59:00,2025-05-16,1980.36,1320.24,78160.76,21.01,75.61,Financial Services,1589.38,909906,75.39
HINDUNILVR,2649.57,-7.99,-0.3,2657.56,2674.49,2674.49,2644.47,1651334,2025-05-16 10:57:00,2025-05-16,3048.9,2032.6,56700.87,58.07,45.63,FMCG,2649.19,1037509,53.82
BAJAJFINSV,1591.86,-10.6,-0.66,1602.46,1611.3,1611.3,1591.86,1095451,2025-05-16 10:56:00,2025-05-16,1980.36,1320.24,53168.0,34.64,45.95,Financial Services,1590.79,521429,68.33
M&M,2997.2,-17.58,-0.58,3014.78,3030.36,3030.36,2991.63,1305396,2025-05-16 10:56:00,2025-05-16,3550.96,2367.3,145663.73,19.35,154.89,Auto,2997.8,829176,40.93
HEROMOTOCO,2393.46,-10.89,-0.45,2404.35,2391.76,2398.88,2389.92,1804631,2025-05-16 10:56:00,2025-05-16,2893.06,1928.7,160840.61,31.53,75.91,Financial Services,2402.02,891802,72.09
HINDUNILVR,2644.47,-13.09,-0.49,2657.56,2674.49,2674.49,2644.47,2099035,2025-05-16 10:54:00,2025-05-16,3048.9,2032.6,180353.18,44.09,59.98,FMCG,2644.84,990430,41.74
LT,2904.55,-14.01,-0.48,2918.56,2936.57,2936.57,2904.55,859884,2025-05-16 10:54:00,2025-05-16,3576.48,2384.32,168463.97,25.08,115.81,Construction,2902.12,570071,71.52
TATAMOTORS,3221.62,-2.29,-0.07,3223.91,3237.3,3237.3,3186.89,1039964,2025-05-16 10:54:00,2025-05-16,3771.08,2514.06,92138.45,22.47,143.37,Auto,3217.72,416305,44.31
EICHERMOT,4573.18,-46.67,-1.01,4619.85,4597.24,4597.24,4572.28,2364207,2025-05-16 10:54:00,2025-05-16,5729.11,3819.41,195274.76,11.89,384.62,Oil & Gas,4587.7,1520088,69.85
NTPC,4259.31,-18.12,-0.42,4277.43,4230.87,4259.31,4230.87,2796463,2025-05-16 10:53:00,2025-05-16,5136.35,3424.23,119260.8,14.76,288.57,Power,4252.41,1520092,52.1
TCS,3277.34,-18.57,-0.56,3295.91,3263.21,3277.34,3263.21,1538673,2025-05-16 10:52:00,2025-05-16,4020.24,2680.16,124866.74,33.98,96.45,IT,3291.12,1057240,62.96
EICHERMOT,4576.87,-42.98,-0.93,4619.85,4597.24,4597.24,4572.28,2623636,2025-05-16 10:51:00,2025-05-16,5729.11,3819.41,335942.39,17.22,265.79,Oil & Gas,4554.18,1990751,73.53
RELIANCE,2406.32,-13.84,-0.57,2420.16,2436.59,2436.59,2382.9,2729024,2025-05-16 10:50:00,2025-05-16,2940.9,1960.6,145582.35,13.54,177.72,Oil & Gas,2400.54,1530232,60.81
NESTLEIND,2895.57,-4.48,-0.15,2900.05,2892.86,2895.57,2879.38,2661645,2025-05-16 10:49:00,2025-05-16,3300.91,2200.61,79049.02,18.54,156.18,Infrastructure,2901.39,1865999,62.86
CIPLA,2253.92,-18.48,-0.81,2272.4,2287.07,2287.07,2253.92,837601,2025-05-16 10:48:00,2025-05-16,2876.96,1917.98,178510.83,16.36,137.77,Banking,2260.59,550570,69.71
M&M,2991.63,-23.15,-0.77,3014.78,3030.36,3030.36,2991.63,859445,2025-05-16 10:46:00,2025-05-16,3550.96,2367.3,130135.7,29.92,99.99,Auto,2987.93,407166,40.43
BRITANNIA,1447.73,-7.12,-0.49,1454.85,1446.71,1454.15,1446.71,797523,2025-05-16 10:46:00,2025-05-16,1712.21,1141.47,41984.27,19.25,75.21,Auto,1453.59,529736,54.61
ICICIBANK,813.1,-3.02,-0.37,816.12,823.06,823.06,813.1,3136411,2025-05-16 10:45:00,2025-05-16,1020.48,680.32,56266.71,21.16,38.43,Banking,809.1,2153797,74.38
ITC,395.43,-2.92,-0.73,398.35,396.64,397.61,392.47,855592,2025-05-16 10:44:00,2025-05-16,504.3,336.2,25703.05,42.9,9.22,FMCG,396.36,573579,64.52
BAJFINANCE,7204.6,-45.84,-0.63,7250.44,7250.93,7250.93,7196.31,1702383,2025-05-16 10:43:00,2025-05-16,8461.08,5640.72,421468.83,19.37,371.95,Financial Services,7184.58,858816,79.55
NTPC,4249.94,-27.49,-0.64,4277.43,4230.87,4249.94,4230.87,1054650,2025-05-16 10:43:00,2025-05-16,5136.35,3424.23,332769.95,14.26,298.03,Power,4252.69,646053,69.21
ADANIENT,2204.52,-18.4,-0.83,2222.92,2233.82,2233.82,2204.52,592868,2025-05-16 10:42:00,2025-05-16,2805.8,1870.54,114635.23,18.69,117.95,Infrastructure,2196.67,386185,42.8
ASIANPAINT,2945.79,-17.77,-0.6,2963.56,2951.12,2951.12,2945.79,1774749,2025-05-16 10:41:00,2025-05-16,3780.78,2520.52,70698.84,65.37,45.06,Paints,2952.69,1138080,79.49
SUNPHARMA,1450.36,-7.59,-0.52,1457.95,1443.97,1450.36,1442.78,1513845,2025-05-16 10:41:00,2025-05-16,1585.02,1056.68,45686.35,31.86,45.52,Pharma,1454.67,948480,74.4
BAJAJ-AUTO,1177.79,1.59,0.14,1176.2,1182.95,1182.95,1158.74,922756,2025-05-16 10:41:00,2025-05-16,1320.2,880.14,48407.2,10.23,115.13,Oil & Gas,1175.06,582749,69.36
HCLTECH,1235.89,-3.42,-0.28,1239.31,1231.1,1240.6,1231.1,508997,2025-05-16 10:40:00,2025-05-16,1416.54,944.36,54132.19,22.98,53.78,IT,1241.74,373725,41.11
NESTLEIND,2879.38,-20.67,-0.71,2900.05,2892.86,2892.86,2879.38,556406,2025-05-16 10:39:00,2025-05-16,3300.91,2200.61,102793.83,26.7,107.84,Infrastructure,2876.25,365429,78.3
TITAN,3022.75,-17.1,-0.56,3039.85,3060.55,3060.55,3000.73,744204,2025-05-16 10:37:00,2025-05-16,3900.72,2600.48,121816.9,57.66,52.42,Consumer Durables,3027.94,307369,62.86
ULTRACEMCO,4730.66,-40.35,-0.85,4771.01,4782.06,4782.06,4727.37,3059713,2025-05-16 10:37:00,2025-05-16,5900.29,3933.53,367099.04,27.73,170.6,Cement,4719.6,1416170,68.48
HEROMOTOCO,2389.92,-14.43,-0.6,2404.35,2391.76,2398.88,2389.92,1205748,2025-05-16 10:35:00,2025-05-16,2893.06,1928.7,86276.14,18.31,130.53,Financial Services,2391.55,905918,65.93
BHARTIARTL,944.44,-9.79,-1.03,954.23,945.02,948.85,944.44,2771884,2025-05-16 10:34:00,2025-05-16,1176.18,784.12,41649.75,22.83,41.37,Telecom,948.72,1805659,45.56
INFY,1372.12,-14.62,-1.05,1386.74,1371.44,1372.32,1370.04,2348961,2025-05-16 10:29:00,2025-05-16,1704.36,1136.24,59275.5,34.06,40.29,IT,1369.94,1299603,73.25
HDFCLIFE,2068.18,-13.57,-0.65,2081.75,2074.29,2083.51,2068.18,3413204,2025-05-16 10:28:00,2025-05-16,2231.45,1487.63,135672.29,22.39,92.37,Infrastructure,2058.61,2423845,59.82
TATACONSUM,4287.02,-36.19,-0.84,4323.21,4317.9,4317.9,4262.21,1436330,2025-05-16 10:26:00,2025-05-16,5522.58,3681.72,106746.69,14.76,290.45,Oil & Gas,4281.74,1131008,55.26
POWERGRID,1840.49,2.89,0.16,1837.6,1843.1,1843.1,1820.56,1383153,2025-05-16 10:24:00,2025-05-16,2003.86,1335.9,88711.72,13.67,134.64,Power,1837.68,769425,41.73
BPCL,4818.44,-5.46,-0.11,4823.9,4773.77,4818.44,4762.09,3244474,2025-05-16 10:24:00,2025-05-16,5508.67,3672.45,371019.88,21.06,228.8,Oil & Gas,4815.87,2309220,55.18
HEROMOTOCO,2398.88,-5.47,-0.23,2404.35,2391.76,2398.88,2391.76,2837220,2025-05-16 10:23:00,2025-05-16,2893.06,1928.7,138894.92,27.66,86.73,Financial Services,2404.85,2206639,67.89
BAJAJFINSV,1593.72,-8.74,-0.55,1602.46,1611.3,1611.3,1593.72,671340,2025-05-16 10:22:00,2025-05-16,1980.36,1320.24,115544.56,19.06,83.62,Financial Services,1595.37,425717,51.02
HINDALCO,4586.73,-45.55,-0.98,4632.28,4595.26,4595.26,4585.44,3153769,2025-05-16 10:21:00,2025-05-16,5710.67,3807.11,187597.3,24.47,187.44,IT,4600.9,2457711,70.06
UPL,2712.27,-7.86,-0.29,2720.13,2706.55,2712.27,2669.4,3103279,2025-05-16 10:21:00,2025-05-16,3451.15,2300.77,170330.6,41.54,65.29,FMCG,2706.28,1838241,76.45
RELIANCE,2382.9,-37.26,-1.54,2420.16,2436.59,2436.59,2382.9,6638995,2025-05-16 10:20:00,2025-05-16,2940.9,1960.6,144641.81,20.15,118.26,Oil & Gas,2393.42,3870746,41.3
TITAN,3000.73,-39.12,-1.29,3039.85,3060.55,3060.55,3000.73,992772,2025-05-16 10:19:00,2025-05-16,3900.72,2600.48,187845.87,58.65,51.16,Consumer Durables,2991.21,685658,55.11
POWERGRID,1820.56,-17.04,-0.93,1837.6,1843.1,1843.1,1820.56,3101601,2025-05-16 10:16:00,2025-05-16,2003.86,1335.9,122705.83,12.77,142.57,Power,1819.51,2221050,58.54
ONGC,3362.4,-25.33,-0.75,3387.73,3376.21,3376.21,3362.4,3415215,2025-05-16 10:16:00,2025-05-16,4194.2,2796.14,225953.52,10.6,317.21,Oil & Gas,3373.38,2251464,45.03
TATAMOTORS,3186.89,-37.02,-1.15,3223.91,3237.3,3237.3,3186.89,3327569,2025-05-16 10:14:00,2025-05-16,3771.08,2514.06,244115.61,19.56,162.93,Auto,3174.89,2393903,55.09
WIPRO,469.23,-3.88,-0.82,473.11,476.94,476.94,469.23,2008902,2025-05-16 10:05:00,2025-05-16,540.18,360.12,34488.23,27.76,16.9,IT,468.44,1570174,45.16
COALINDIA,1826.17,-9.09,-0.5,1835.26,1836.58,1836.58,1826.17,2529545,2025-05-16 10:04:00,2025-05-16,2161.19,1440.79,92404.38,8.75,208.71,Power,1831.27,1373221,45.88
TATACONSUM,4262.21,-61.0,-1.41,4323.21,4317.9,4317.9,4262.21,1939146,2025-05-16 10:03:00,2025-05-16,5522.58,3681.72,308158.01,16.01,266.22,Oil & Gas,4276.18,1471789,62.2
DRREDDY,1197.29,-13.6,-1.12,1210.89,1209.07,1209.07,1197.29,1065753,2025-05-16 10:02:00,2025-05-16,1421.57,947.71,67048.35,13.1,91.4,Metal,1197.96,688891,54.35
CIPLA,2263.99,-8.41,-0.37,2272.4,2287.07,2287.07,2263.99,1581691,2025-05-16 09:58:00,2025-05-16,2876.96,1917.98,131763.93,17.6,128.64,Banking,2270.31,880360,58.35
EICHERMOT,4572.9,-46.95,-1.02,4619.85,4597.24,4597.24,4572.28,880684,2025-05-16 09:58:00,2025-05-16,5729.11,3819.41,175599.2,13.52,338.23,Oil & Gas,4565.87,515677,49.39
SBILIFE,2702.24,12.93,0.48,2689.31,2700.11,2702.24,2700.11,1745014,2025-05-16 09:57:00,2025-05-16,2880.38,1920.26,195912.22,19.5,138.58,Financial Services,2712.0,1072075,48.86
BPCL,4762.09,-61.81,-1.28,4823.9,4773.77,4773.77,4762.09,3109165,2025-05-16 09:55:00,2025-05-16,5508.67,3672.45,320012.62,14.94,318.75,Oil & Gas,4762.11,1425177,42.83
